Year,Month,Day,NO3(mg/L)
2013,7,1,4.7700
2013,7,1,5.2700
2013,7,1,5.6100
2013,7,2,6.5700
2013,7,3,5.7600
2013,7,4,4.8100
2013,7,5,7.6500
2013,7,6,9.2100
2013,7,7,8.8400
2013,7,8,8.4900
2013,7,8,9.2600
2013,7,8,9.2300
2013,7,9,9.3400
2013,7,10,8.8900
2013,7,11,7.0500
2013,7,12,6.8500
2013,7,12,6.6400
2013,7,13,6.2900
2013,7,13,5.9500
2013,7,13,5.8700
2013,7,14,5.7400
2013,7,14,5.8000
2013,7,14,5.8100
2013,7,15,5.5700
2013,7,15,5.4300
2013,7,15,5.4900
2013,7,16,4.9100
2013,7,17,4.5800
2013,7,18,4.0800
2013,7,19,3.5300
2013,7,20,2.9200
2013,7,21,3.0700
2013,7,22,3.5000
2013,7,22,3.5700
2013,7,22,3.7100
2013,7,23,3.5500
2013,7,24,2.7900
2013,7,25,2.3500
2013,7,26,2.0200
2013,7,27,2.0500
2013,7,28,2.0700
2013,7,29,2.0200
2013,7,29,2.1000
2013,7,29,2.0900
2013,7,30,2.0300
2013,7,31,1.7800
2013,8,1,0.9200
2013,8,2,0.4500
2013,8,3,0.3400
2013,8,4,0.4400
2013,8,4,0.2300
2013,8,5,0.2600
2013,8,5,0.5200
2013,8,5,1.2500
2013,8,6,1.5800
2013,8,7,1.3800
2013,8,8,1.4300
2013,8,9,1.3200
2013,8,10,1.1400
2013,8,11,0.9000
2013,8,12,0.8300
2013,8,12,0.7200
2013,8,12,1.3100
2013,8,13,1.0200
2013,8,14,0.7600
2013,8,15,0.4300
2013,8,16,0.4200
2013,8,17,0.4700
2013,8,18,0.5600
2013,8,19,0.5400
2013,8,19,0.5100
2013,8,19,0.8800
2013,8,20,0.7700
2013,8,21,0.5100
2013,8,22,0.1800
2013,8,23,0.1000
2013,8,24,0.0300
2013,8,25,0.0200
2013,8,26,0.0000
2013,8,26,0.0500
2013,8,26,0.5100
2013,8,27,0.3500
2013,8,28,0.3800
2013,8,29,0.2500
2013,8,30,0.1000
2013,8,31,0.1100
2013,9,1,0.0500
2013,9,2,0.0100
2013,9,3,0.0100
2013,9,3,0.1100
2013,9,4,0.0400
2013,9,5,0.0000
2013,9,6,0.0200
2013,9,7,0.0000
2013,9,8,0.0000
2013,9,9,0.0000
2013,9,9,0.0300
2013,9,9,0.1400
2013,9,10,0.1100
2013,9,11,0.0600
2013,9,12,0.0000
2013,9,13,0.0000
2013,9,14,0.0200
2013,9,15,0.0100
2013,9,16,0.0100
2013,9,16,0.0000
2013,9,16,0.0400
2013,9,17,0.0500
2013,9,18,0.0000
2013,9,19,0.0200
2013,9,20,0.0000
2013,9,21,0.0000
2013,9,22,0.0000
2013,9,22,0.0000
2013,9,23,0.0000
2013,9,23,0.0200
2013,9,23,0.0200
2013,9,24,0.0200
2013,9,25,0.0000
2013,9,26,0.0000
2013,9,27,0.0000
2013,9,28,0.0000
2013,9,29,0.0000
2013,9,30,0.0000
2013,9,30,0.0000
2013,9,30,0.0600
2013,10,1,0.0300
2013,10,2,0.0200
2013,10,3,0.0100
2013,10,4,0.0000
2013,10,5,0.1200
2013,10,5,0.8000
2013,10,6,0.9300
2013,10,6,1.1600
2013,10,6,2.4600
2013,10,7,3.5100
2013,10,7,3.6800
2013,10,7,3.9600
2013,10,8,3.0300
2013,10,9,2.3700
2013,10,10,2.1000
2013,10,11,2.9600
2013,10,12,2.9500
2013,10,13,3.0100
2013,10,14,2.9500
2013,10,14,3.0200
2013,10,14,3.0200
2013,10,15,2.9600
2013,10,16,2.9000
2013,10,17,2.7900
2013,10,18,2.8000
2013,10,19,2.7800
2013,10,22,2.5600
2013,10,23,2.4400
2013,10,24,2.4400
2013,10,25,2.3400
2013,10,26,2.2900
2013,10,27,2.2200
2013,10,28,2.2200
2013,10,28,2.2500
2013,10,28,2.1500
2013,10,29,2.0600
2013,10,30,1.7600
2013,10,31,1.6700
2013,11,1,3.1000
2013,11,1,3.0200
2013,11,2,3.4200
2013,11,2,3.0100
2013,11,2,3.2300
2013,11,3,3.5800
2013,11,3,3.7000
2013,11,4,3.2300
2013,11,4,3.3000
2013,11,4,3.1700
2013,11,5,3.0100
2013,11,6,2.7200
2013,11,7,2.4500
2013,11,8,2.2900
2013,11,9,2.2400
2013,11,10,2.4400
2013,11,11,2.5000
2013,11,11,2.5300
2013,11,11,2.4100
2013,11,12,2.5600
2013,11,13,2.4000
2013,11,14,2.3700
2013,11,15,2.2100
2013,11,16,2.0600
2013,11,17,2.0300
2013,11,18,1.9000
2013,11,18,2.2300
2013,11,18,2.2700
2013,11,19,2.4100
2013,11,20,2.6200
2013,11,21,2.8500
2013,11,22,2.6400
2013,11,23,3.1500
2013,11,24,3.1800
2013,11,25,3.5000
2013,11,25,3.8100
2013,11,25,3.7300
2013,11,26,3.8500
2013,11,27,3.4900
2013,11,28,3.5500
2013,11,29,3.5400
2013,11,30,3.5400
2013,12,1,3.5500
2013,12,2,3.4900
2013,12,2,3.5300
2013,12,2,3.4000
2013,12,3,3.4600
2013,12,4,3.4300
2013,12,5,3.3800
2013,12,6,3.3000
2013,12,7,3.3600
2013,12,8,3.4400
2013,12,9,3.4100
2013,12,9,3.4800
2013,12,9,3.4600
2013,12,10,3.4500
2013,12,11,3.3900
2013,12,12,3.4800
2013,12,13,3.4800
2013,12,14,3.2900
2013,12,15,3.1400
2013,12,16,3.2200
2013,12,16,3.2900
2013,12,16,3.2500
2013,12,17,3.3000
2013,12,18,3.1900
2013,12,19,3.1000
2013,12,20,3.1200
2013,12,21,6.1700
2013,12,22,7.2800
2013,12,23,6.4200
2013,12,24,5.9500
2013,12,25,5.6300
2013,12,26,5.7400
2013,12,27,5.7800
2013,12,28,5.8300
2013,12,29,6.2600
2013,12,30,6.2000
2013,12,31,6.2200
2014,1,1,6.3200
2014,1,2,6.4000
2014,1,3,6.5400
2014,1,4,6.7200
2014,1,5,6.1900
2014,1,6,6.0900
2014,1,11,5.6300
2014,1,12,5.7000
2014,1,13,5.8400
2014,1,13,5.6600
2014,1,13,6.1000
2014,1,14,5.7700
2014,1,14,5.9100
2014,1,14,6.0200
2014,1,15,6.2800
2014,1,15,6.0600
2014,1,16,5.7100
2014,1,17,5.9200
2014,1,18,5.5300
2014,1,19,5.7000
2014,1,20,5.8100
2014,1,20,5.8500
2014,1,20,5.7700
2014,1,21,5.8100
2014,1,22,5.8600
2014,1,23,6.0000
2014,1,24,5.9400
2014,1,25,5.6200
2014,1,26,5.7100
2014,1,27,5.7200
2014,1,27,5.8100
2014,1,27,5.6700
2014,1,28,5.7000
2014,1,29,5.7400
2014,1,30,5.6900
2014,1,31,5.6400
2014,2,1,5.3200
2014,2,2,5.2700
2014,2,3,4.8700
2014,2,3,5.0800
2014,2,3,5.0000
2014,2,3,4.9700
2014,2,4,4.7900
2014,2,4,4.6800
2014,2,5,4.3400
2014,2,6,4.1500
2014,2,19,3.2500
2014,2,20,3.7300
2014,2,21,2.5800
2014,2,22,2.3600
2014,2,23,2.1800
2014,2,23,2.1800
2014,2,23,1.9100
2014,2,24,1.8100
2014,2,24,1.8400
2014,2,24,1.8100
2014,2,25,2.0000
2014,2,26,2.2500
2014,2,27,2.5100
2014,2,28,2.8500
2014,3,1,2.8000
2014,3,2,3.0300
2014,3,3,3.1700
2014,3,3,3.2900
2014,3,3,3.1200
2014,3,4,3.4200
2014,3,5,3.5900
2014,3,6,3.5900
2014,3,7,3.6000
2014,3,8,3.5700
2014,3,9,3.5600
2014,3,10,3.8900
2014,3,10,3.6300
2014,3,10,3.1900
2014,3,11,2.6300
2014,3,11,2.5100
2014,3,12,2.0900
2014,3,13,1.9900
2014,3,14,2.3400
2014,3,15,2.5000
2014,3,15,2.4000
2014,3,16,2.5300
2014,3,16,2.4300
2014,3,16,2.3100
2014,3,17,2.3200
2014,3,17,2.4700
2014,3,17,2.5800
2014,3,18,2.8600
2014,3,19,2.9700
2014,3,20,3.0200
2014,3,21,3.0400
2014,3,22,3.2000
2014,3,23,3.5200
2014,3,24,3.6200
2014,3,24,3.8700
2014,3,24,3.5500
2014,3,25,3.5600
2014,3,26,3.4700
2014,3,27,3.5500
2014,3,28,3.4000
2014,3,29,3.5700
2014,3,30,3.6400
2014,3,31,3.8300
2014,3,31,3.8300
2014,3,31,4.0200
2014,4,1,4.1800
2014,4,2,4.2700
2014,4,3,3.8800
2014,4,3,4.5400
2014,4,4,5.0900
2014,4,4,4.2500
2014,4,4,4.0900
2014,4,5,4.1900
2014,4,5,4.2700
2014,4,5,4.5200
2014,4,6,4.5800
2014,4,6,4.7600
2014,4,6,4.8900
2014,4,7,4.9800
2014,4,7,5.1100
2014,4,7,4.8100
2014,4,8,5.4500
2014,4,9,5.5200
2014,4,10,5.1600
2014,4,11,4.8200
2014,4,12,4.9700
2014,4,13,4.9900
2014,4,14,4.8800
2014,4,14,4.9700
2014,4,14,5.1000
2014,4,15,4.9500
2014,4,16,4.9700
2014,4,17,4.8800
2014,4,18,4.4500
2014,4,19,4.0400
2014,4,20,3.8800
2014,4,21,3.7600
2014,4,21,3.8300
2014,4,21,3.7700
2014,4,22,3.7300
2014,4,23,3.3600
2014,4,24,3.2000
2014,4,25,3.1400
2014,5,1,3.3000
2014,5,2,3.2400
2014,5,3,3.3600
2014,5,3,4.0200
2014,5,3,4.7900
2014,5,4,4.7900
2014,5,4,4.8100
2014,5,4,4.7500
2014,5,5,4.9200
2014,5,5,6.1900
2014,5,6,5.0100
2014,5,7,4.4700
2014,5,8,3.8200
2014,5,9,3.2800
2014,5,9,3.2800
2014,5,9,3.2800
2014,5,10,3.3300
2014,5,10,3.3300
2014,5,10,3.3300
2014,5,11,3.5600
2014,5,11,3.5600
2014,5,11,3.5600
2014,5,12,3.6900
2014,5,12,3.6900
2014,5,12,3.6900
2014,5,12,3.8900
2014,5,12,3.8900
2014,5,12,3.8900
2014,5,12,3.1300
2014,5,13,3.5000
2014,5,14,2.6300
2014,5,15,4.4700
2014,5,15,5.7000
2014,5,16,6.4500
2014,5,16,7.0900
2014,5,16,6.9400
2014,5,17,7.3400
2014,5,17,6.7100
2014,5,17,6.5700
2014,5,18,6.4900
2014,5,18,6.7100
2014,5,18,7.0200
2014,5,19,7.3800
2014,5,19,7.7400
2014,5,19,7.6200
2014,5,20,7.6400
2014,5,21,7.0800
2014,5,22,7.2600
2014,5,22,8.3100
2014,5,23,7.7000
2014,5,23,7.6000
2014,5,24,6.3400
2014,5,25,5.9600
2014,5,26,5.6700
2014,5,27,5.3100
2014,5,27,5.2700
2014,5,28,4.5600
2014,5,29,4.2700
2014,5,30,3.6700
2014,5,30,3.6400
2014,5,31,3.5900
2014,5,31,3.2900
2014,5,31,2.9000
2014,6,1,2.8700
2014,6,1,3.1100
2014,6,2,3.2100
2014,6,2,3.3200
2014,6,2,3.2700
2014,6,3,2.9600
2014,6,4,3.2000
2014,6,5,3.3300
2014,6,6,3.3700
2014,6,7,2.8600
2014,6,8,2.3600
2014,6,9,1.7800
2014,6,9,2.2200
2014,6,9,2.6300
2014,6,9,3.2500
2014,6,10,3.7300
2014,6,10,3.7300
2014,6,10,4.2300
2014,6,11,5.3200
2014,6,11,6.7000
2014,6,11,8.3200
2014,6,12,9.4400
2014,6,12,9.4900
2014,6,13,8.8100
2014,6,14,9.9700
2014,6,15,9.5800
2014,6,16,9.4800
2014,6,16,9.9200
2014,6,16,10.1400
2014,6,17,11.2200
2014,6,18,11.8300
2014,6,19,11.8600
2014,6,19,11.8100
2014,6,20,11.5300
2014,6,20,11.4200
2014,6,20,11.3600
2014,6,21,11.2800
2014,6,21,10.2300
2014,6,22,8.9100
2014,6,23,7.7300
2014,6,23,7.4700
2014,6,23,7.4800
2014,6,24,5.1900
2014,6,25,8.4000
2014,6,26,10.7100
2014,6,26,10.6400
2014,6,27,10.4300
2014,6,27,10.4100
2014,6,27,10.1200
2014,6,28,10.1100
2014,6,28,9.9400
2014,6,28,9.5000
2014,6,29,9.3100
2014,6,29,9.3400
2014,6,30,9.5700
2014,6,30,9.7700
2014,6,30,10.0300
2014,7,1,9.7200
2014,7,2,9.0900
2014,7,3,8.6500
2014,7,4,7.8500
2014,7,5,6.7500
2014,7,6,6.1200
2014,7,7,5.9000
2014,7,7,6.0000
2014,7,7,6.1100
2014,7,8,5.5500
2014,7,8,5.2800
2014,7,9,5.3200
2014,7,9,5.2800
2014,7,9,4.6300
2014,7,10,4.5700
2014,7,10,3.8500
2014,7,11,3.4400
2014,7,12,3.4700
2014,7,13,3.3200
2014,7,14,3.0300
2014,7,14,3.0000
2014,7,14,3.1900
2014,7,15,2.6800
2014,7,16,2.1800
2014,7,17,2.0600
2014,7,18,1.7200
2014,7,19,1.5400
2014,7,20,1.4500
2014,7,21,1.1400
2014,7,21,1.2100
2014,7,21,0.5400
2014,7,22,0.5200
2014,7,23,0.4500
2014,7,25,1.7500
2014,7,26,1.1300
2014,7,27,0.8600
2014,7,28,0.6800
2014,7,28,0.3800
2014,7,28,0.9100
2014,7,29,0.4100
2014,7,30,0.7700
2014,7,31,0.4800
2014,8,1,0.4300
2014,8,2,0.2200
2014,8,3,0.0400
2014,8,4,0.0000
2014,8,4,0.0100
2014,8,4,0.4300
2014,8,5,0.1800
2014,8,6,0.1700
2014,8,7,0.0800
2014,8,8,0.1100
2014,8,9,0.0100
2014,8,10,0.0000
2014,8,11,0.0300
2014,8,11,0.0600
2014,8,11,0.2300
2014,8,12,0.1000
2014,8,13,0.0000
2014,8,14,0.1800
2014,8,15,0.1200
2014,8,16,0.0100
2014,8,17,0.0400
2014,8,17,0.0200
2014,8,18,0.0000
2014,8,18,0.0000
2014,8,18,0.4100
2014,8,19,0.2800
2014,8,20,0.0400
2014,8,21,0.0100
2014,8,22,0.0100
2014,8,23,0.0200
2014,8,24,0.0200
2014,8,25,0.0800
2014,8,25,1.0500
2014,8,26,0.8000
2014,8,27,0.5200
2014,8,28,0.3500
2014,8,29,0.3500
2014,8,30,0.2700
2014,9,1,0.7000
2014,9,2,0.2000
2014,9,2,0.5900
2014,9,3,0.4400
2014,9,4,0.1700
2014,9,5,0.0800
2014,9,6,0.0500
2014,9,7,0.0900
2014,9,7,0.1200
2014,9,8,0.0900
2014,9,8,0.0300
2014,9,8,0.2200
2014,9,9,0.0500
2014,9,10,0.1700
2014,9,11,0.5100
2014,9,12,1.0400
2014,9,12,1.2000
2014,9,13,1.4700
2014,9,13,1.9400
2014,9,13,2.1200
2014,9,14,2.2500
2014,9,14,2.1900
2014,9,14,2.1500
2014,9,15,2.0900
2014,9,15,2.2900
2014,9,15,2.3200
2014,9,16,2.3200
2014,9,17,2.3500
2014,9,18,2.4000
2014,9,19,2.4000
2014,9,20,2.4200
2014,9,22,2.3900
2014,9,22,2.4500
2014,9,22,3.2800
2014,9,23,2.6100
2014,9,24,2.4100
2014,9,25,2.3500
2014,9,26,2.2700
2014,9,27,1.8800
2014,9,28,1.6300
2014,9,29,1.4200
2014,9,29,1.4200
2014,9,29,1.5600
2014,9,30,1.0600
2014,10,1,1.0400
2014,10,2,0.7700
2014,10,3,0.7500
2014,10,4,0.6500
2014,10,5,0.8700
2014,10,6,0.8300
2014,10,6,0.9500
2014,10,6,1.1300
2014,10,7,1.1600
2014,10,8,1.2500
2014,10,9,2.2100
2014,10,10,1.9800
2014,10,11,1.4000
2014,10,12,1.2300
2014,10,13,1.2600
2014,10,13,1.2700
2014,10,13,1.2600
2014,10,14,1.2300
2014,10,15,1.4600
2014,10,16,1.3400
2014,10,17,1.2100
2014,10,18,1.6200
2014,10,19,1.8900
2014,10,20,1.9900
2014,10,20,2.0900
2014,10,20,2.1800
2014,10,21,2.3700
2014,10,22,2.5100
2014,10,23,2.3300
2014,10,24,2.0700
2014,10,25,1.9200
2014,10,26,1.8000
2014,10,27,1.9400
2014,10,27,1.9700
2014,10,27,1.8500
2014,10,28,1.9400
2014,10,29,1.9900
2014,10,30,2.1200
2014,10,31,2.1700
2014,11,1,2.1600
2014,11,2,2.0800
2014,11,3,2.0200
2014,11,3,2.0600
2014,11,3,1.9900
2014,11,4,1.8400
2014,11,5,1.7300
2014,11,6,1.6700
2014,11,7,1.5300
2014,11,8,1.6000
2014,11,9,1.5900
2014,11,10,1.6400
2014,11,10,1.6500
2014,11,10,1.6300
2014,11,11,1.6600
2014,11,12,1.8900
2014,11,13,1.8200
2014,11,14,1.8300
2014,11,15,1.6600
2014,11,16,1.4700
2014,11,17,1.3700
2014,11,17,1.2300
2014,11,17,1.3300
2014,11,18,1.0400
2014,11,19,1.0000
2014,11,20,0.9900
2014,11,21,0.9600
2014,11,22,0.9300
2014,11,23,0.8500
2014,11,24,0.7600
2014,11,24,1.1900
2014,11,24,1.3300
2014,11,25,1.7600
2014,11,25,3.0900
2014,11,26,3.8000
2014,11,26,4.1900
2014,11,26,3.9700
2014,11,27,4.2400
2014,11,27,4.2300
2014,11,27,4.3400
2014,11,28,4.5600
2014,11,28,4.8000
2014,11,29,5.3600
2014,11,30,5.4400
2014,12,1,5.4200
2014,12,1,5.4100
2014,12,1,5.5700
2014,12,2,5.3700
2014,12,3,5.3400
2014,12,4,5.3700
2014,12,5,5.4500
2014,12,6,5.4400
2014,12,7,5.4700
2014,12,8,5.3500
2014,12,8,5.3800
2014,12,8,5.4600
2014,12,8,5.3500
2014,12,9,5.2100
2014,12,9,5.0300
2014,12,9,4.9300
2014,12,10,4.7300
2014,12,10,4.7500
2014,12,11,4.1600
2014,12,12,3.6800
2014,12,13,3.9000
2014,12,14,4.1200
2014,12,15,4.2000
2014,12,15,4.1600
2014,12,15,5.1400
2014,12,16,4.8500
2014,12,17,4.6900
2014,12,18,4.3700
2014,12,19,5.0100
2014,12,20,4.8900
2014,12,21,4.7200
2014,12,22,4.6100
2014,12,23,4.4100
2014,12,24,4.2100
2014,12,25,4.6500
2014,12,26,4.3200
2014,12,27,4.4200
2014,12,28,5.1500
2014,12,29,5.2500
2014,12,30,5.0800
2014,12,31,5.0400
2015,1,1,5.1700
2015,1,2,5.3000
2015,1,3,5.4300
2015,1,4,5.0900
2015,1,5,5.7400
2015,1,5,6.0000
2015,1,5,5.8000
2015,1,6,5.5700
2015,1,6,5.2400
2015,1,6,4.8800
2015,1,7,4.7800
2015,1,7,4.9200
2015,1,7,5.1400
2015,1,8,5.0700
2015,1,8,4.9800
2015,1,16,4.7500
2015,1,17,4.8900
2015,1,18,4.9500
2015,1,19,4.9700
2015,1,19,4.9800
2015,1,19,5.2500
2015,1,20,4.8100
2015,1,21,5.1400
2015,1,22,5.0800
2015,1,23,4.4000
2015,1,24,3.7500
2015,1,25,3.0700
2015,1,26,2.7300
2015,1,26,2.7200
2015,1,26,2.6500
2015,1,27,2.4600
2015,1,28,2.4200
2015,1,29,2.4300
2015,1,30,2.4300
2015,1,31,2.4700
2015,2,1,2.5300
2015,2,2,2.5700
2015,2,3,2.6200
2015,2,3,2.4900
2015,2,4,2.6000
2015,2,5,2.6200
2015,2,6,2.7200
2015,2,7,2.9000
2015,2,8,3.0100
2015,2,9,2.9500
2015,2,9,2.9800
2015,2,9,3.1700
2015,2,9,3.2200
2015,2,10,3.2300
2015,2,10,3.2400
2015,2,10,3.1600
2015,2,11,3.2500
2015,2,11,3.4100
2015,2,12,3.4300
2015,2,13,3.1300
2015,2,14,2.9200
2015,2,15,2.8500
2015,2,16,2.8800
2015,2,16,2.8400
2015,2,16,2.8400
2015,2,17,2.8200
2015,2,18,2.9600
2015,2,19,3.0600
2015,2,20,3.1900
2015,2,21,3.2700
2015,2,22,3.3000
2015,2,23,3.1700
2015,2,23,3.2800
2015,2,23,3.2600
2015,2,24,3.3300
2015,2,25,3.3500
2015,2,26,3.4400
2015,2,27,3.4200
2015,2,28,3.5200
2015,3,1,3.6000
2015,3,2,3.6900
2015,3,2,3.6900
2015,3,2,3.7200
2015,3,3,3.7300
2015,3,4,3.8000
2015,3,5,3.6600
2015,3,6,3.8300
2015,3,7,3.9500
2015,3,8,3.8700
2015,3,9,3.7300
2015,3,9,3.6200
2015,3,9,3.5000
2015,3,10,3.4100
2015,3,11,2.9600
2015,3,11,2.2400
2015,3,12,1.8200
2015,3,12,1.3700
2015,3,12,1.1300
2015,3,13,1.1800
2015,3,13,1.1600
2015,3,13,0.7900
2015,3,14,1.3100
2015,3,14,1.4000
2015,3,14,1.5300
2015,3,15,2.0200
2015,3,15,1.8300
2015,3,15,2.6500
2015,3,16,2.2800
2015,3,16,2.9500
2015,3,16,3.2900
2015,3,16,3.6100
2015,3,17,3.7100
2015,3,17,4.0100
2015,3,17,4.3900
2015,3,18,4.7900
2015,3,18,4.7500
2015,3,19,4.8600
2015,3,20,5.0400
2015,3,21,5.1300
2015,3,22,5.2600
2015,3,23,5.2100
2015,3,23,5.3600
2015,3,23,5.2900
2015,3,24,5.1400
2015,3,25,5.1400
2015,3,26,5.1800
2015,3,27,7.4800
2015,3,28,7.0600
2015,3,28,7.0600
2015,3,29,6.7400
2015,3,29,6.5300
2015,3,29,6.5900
2015,3,30,6.6300
2015,3,30,9.5000
2015,3,30,7.2200
2015,3,31,7.0100
2015,4,1,6.9900
2015,4,2,6.7900
2015,4,3,6.3000
2015,4,4,6.6100
2015,4,5,6.6300
2015,4,6,6.8100
2015,4,6,6.4700
2015,4,7,5.6100
2015,4,8,6.4100
2015,4,9,7.0400
2015,4,10,7.8900
2015,4,10,7.7100
2015,4,11,6.9700
2015,4,11,6.6200
2015,4,11,6.5900
2015,4,12,6.1700
2015,4,12,6.0700
2015,4,12,5.9200
2015,4,13,5.8900
2015,4,13,5.9200
2015,4,13,5.9700
2015,4,14,5.9000
2015,4,15,5.7500
2015,4,16,5.5800
2015,4,17,5.2900
2015,4,18,5.1300
2015,4,19,5.0100
2015,4,20,4.8600
2015,4,20,4.9900
2015,4,20,5.5700
2015,4,21,8.1000
2015,4,22,6.2500
2015,4,23,6.4400
2015,4,24,5.7800
2015,4,25,5.8200
2015,4,26,5.7500
2015,4,27,5.7500
2015,4,27,5.9200
2015,4,27,6.1000
2015,4,28,5.8000
2015,4,29,5.4500
2015,4,30,5.1300
2015,5,1,4.6600
2015,5,2,4.3100
2015,5,3,3.9800
2015,5,4,3.9500
2015,5,4,3.8400
2015,5,4,4.0200
2015,5,5,3.7800
2015,5,6,3.6600
2015,5,7,3.3600
2015,5,8,3.7800
2015,5,9,2.5800
2015,5,10,2.2300
2015,5,11,2.1600
2015,5,11,2.0300
2015,5,11,2.0600
2015,5,12,2.1300
2015,5,13,3.1100
2015,5,14,2.7100
2015,5,15,3.4500
2015,5,16,3.6900
2015,5,17,4.2100
2015,5,18,4.5300
2015,5,18,4.7900
2015,5,18,5.0600
2015,5,19,5.4000
2015,5,20,5.1682
2015,5,21,4.7700
2015,5,22,4.6100
2015,5,23,4.9100
2015,5,24,4.0900
2015,5,25,3.3500
2015,5,25,3.6500
2015,5,26,3.1100
2015,5,27,2.5200
2015,5,28,6.9100
2015,5,29,7.4500
2015,5,30,5.6900
2015,5,31,5.3500
2015,5,31,7.9000
2015,5,31,9.5900
2015,6,1,11.5500
2015,6,1,10.5200
2015,6,1,13.5200
2015,6,1,11.2800
2015,6,2,11.9900
2015,6,2,11.8500
2015,6,2,12.7300
2015,6,3,12.7500
2015,6,3,12.8900
2015,6,4,13.1100
2015,6,5,18.6100
2015,6,6,13.9900
2015,6,7,11.8000
2015,6,8,13.7800
2015,6,8,13.3000
2015,6,8,12.7900
2015,6,9,13.9900
2015,6,10,14.4000
2015,6,11,12.0300
2015,6,11,11.6300
2015,6,12,11.9500
2015,6,12,12.3100
2015,6,12,12.0700
2015,6,13,11.4400
2015,6,13,11.0300
2015,6,14,11.5500
2015,6,14,9.2500
2015,6,15,8.5300
2015,6,15,8.5400
2015,6,15,8.1300
2015,6,15,7.8500
2015,6,16,7.0600
2015,6,16,7.1500
2015,6,16,6.5200
2015,6,17,6.0700
2015,6,17,5.6200
2015,6,20,3.7900
2015,6,20,3.6400
2015,6,21,3.5700
2015,6,21,3.4900
2015,6,21,3.5000
2015,6,22,3.4700
2015,6,22,3.3800
2015,6,22,3.4300
2015,6,22,3.3900
2015,6,23,3.3100
2015,6,23,3.1900
2015,6,23,3.1600
2015,6,24,3.1700
2015,6,24,3.1200
2015,6,25,3.0600
2015,6,26,2.8700
2015,6,27,2.7000
2015,6,27,3.4200
2015,6,27,4.3600
2015,6,28,3.6900
2015,6,28,2.9200
2015,6,28,2.4400
2015,6,29,2.1000
2015,6,29,2.0500
2015,6,29,2.4600
2015,6,29,2.4300
2015,6,30,2.4300
2015,6,30,2.6000
2015,6,30,2.8700
2015,7,1,3.0900
2015,7,1,3.2400
2015,7,1,3.4400
2015,7,2,3.5300
2015,7,2,3.6400
2015,7,3,3.5500
2015,7,4,3.5500
2015,7,5,3.4400
2015,7,6,3.2100
2015,7,6,3.2400
2015,7,6,3.1500
2015,7,6,3.0900
2015,7,7,3.1200
2015,7,7,3.0700
2015,7,7,2.9900
2015,7,8,2.9700
2015,7,8,2.9800
2015,7,8,2.9800
2015,7,9,3.1100
2015,7,13,3.0600
2015,7,15,2.8200
2015,7,15,2.8000
2015,7,16,2.4800
2015,7,16,2.1600
2015,7,16,1.9200
2015,7,17,1.9300
2015,7,17,1.9600
2015,7,17,1.9900
2015,7,18,2.0500
2015,7,18,2.1600
2015,7,20,1.7400
2015,7,20,1.9400
2015,7,20,1.8900
2015,7,21,1.8800
2015,7,21,1.7800
2015,7,22,1.7000
2015,7,23,1.7700
2015,7,24,1.7300
2015,7,25,1.6600
2015,7,26,1.5800
2015,7,27,1.4900
2015,7,27,1.6000
2015,7,27,1.6000
2015,7,27,1.7200
2015,7,28,1.5700
2015,7,29,1.2800
2015,7,30,1.0400
2015,7,31,1.0900
2015,8,1,1.0300
2015,8,2,1.1300
2015,8,3,1.0600
2015,8,3,1.0800
2015,8,3,1.3100
2015,8,4,0.6300
2015,8,5,0.3800
2015,8,6,0.2100
2015,8,7,0.0500
2015,8,8,0.0900
2015,8,9,0.0700
2015,8,10,0.0300
2015,8,10,0.0400
2015,8,10,0.0600
2015,8,11,0.0100
2015,8,12,0.0100
2015,8,13,0.0100
2015,8,14,0.0300
2015,8,15,0.0200
2015,8,16,0.0300
2015,8,17,0.0400
2015,8,17,0.0300
2015,8,24,0.0000
2015,8,24,0.0100
2015,8,25,0.0000
2015,8,26,0.0000
2015,8,27,0.0400
2015,8,28,0.0200
2015,8,29,0.0500
2015,8,31,0.0800
2015,8,31,0.1400
2015,9,1,0.0900
2015,9,2,0.0500
2015,9,3,0.0400
2015,9,4,0.0400
2015,9,5,0.0400
2015,9,6,0.0500
2015,9,6,0.0300
2015,9,7,0.0100
2015,9,7,0.0400
2015,9,7,0.0500
2015,9,8,0.1100
2015,9,9,0.1800
2015,9,10,0.0400
2015,9,11,0.0100
2015,9,12,0.0000
2015,9,13,0.0200
2015,9,14,0.0000
2015,9,14,0.0500
2015,9,14,0.0100
2015,9,14,0.0100
2015,9,15,0.0300
2015,9,16,0.0400
2015,9,17,0.0500
2015,9,18,0.0400
2015,9,19,0.0400
2015,9,20,0.0100
2015,9,21,0.0300
2015,9,21,0.0200
2015,9,21,0.0000
2015,9,21,0.0100
2015,9,22,0.0200
2015,9,23,0.0300
2015,9,24,0.0400
2015,9,25,0.0400
2015,9,26,0.0400
2015,9,27,0.0300
2015,9,28,0.0300
2015,9,28,0.0000
2015,9,28,0.3300
2015,9,28,0.1900
2015,9,29,0.0800
2015,9,30,0.0200
2015,10,1,0.0200
2015,10,2,0.0000
2015,10,3,0.0100
2015,10,4,0.0100
2015,10,5,0.0000
2015,10,5,0.0200
2015,10,5,0.0000
2015,10,6,0.0100
2015,10,7,0.0100
2015,10,8,0.0400
2015,10,9,0.0000
2015,10,10,0.0100
