year,month,day,sediment(t)
2010,3,9,1432.79
2010,3,10,1811.50
2010,3,11,3221.09
2010,3,12,3943.72
2010,3,13,5567.51
2010,3,14,16335.97
2010,3,15,20743.67
2010,3,16,11995.89
2010,3,17,6074.81
2010,3,18,3247.00
2010,3,19,2549.32
2010,3,20,1881.40
2010,3,21,1461.69
2010,3,22,1158.76
2010,3,23,503.64
2010,3,24,634.00
2010,3,25,710.16
2010,3,26,849.22
2010,3,27,1238.46
2010,3,28,1228.63
2010,3,29,9745.61
2010,3,30,18798.58
2010,3,31,9661.23
2010,4,1,5216.09
2010,4,2,2215.48
2010,4,3,2960.74
2010,4,4,926.35
2010,4,5,593.28
2010,4,6,991.47
2010,4,7,307.76
2010,4,8,6803.66
2010,4,9,18132.53
2010,4,10,10828.48
2010,4,11,5206.69
2010,4,12,4625.70
2010,4,13,1295.73
2010,4,14,620.76
2010,4,15,510.95
2010,4,16,669.17
2010,4,17,247.03
2010,4,18,195.47
2010,4,19,195.07
2010,4,20,193.15
2010,4,21,190.89
2010,4,22,116.39
2010,4,23,109.15
2010,4,24,105.97
2010,4,25,351.38
2010,4,26,9525.86
2010,4,27,26152.20
2010,4,28,13657.18
2010,4,29,5774.30
2010,4,30,2448.77
2010,5,1,1366.94
2010,5,2,755.65
2010,5,3,1237.32
2010,5,4,1505.81
2010,5,5,1657.46
2010,5,6,1415.48
2010,5,7,728.42
2010,5,8,1038.89
2010,5,9,674.48
2010,5,10,600.01
2010,5,11,792.30
2010,5,12,3619.73
2010,5,13,8301.91
2010,5,14,11832.43
2010,5,15,14382.72
2010,5,16,9298.55
2010,5,17,4071.40
2010,5,18,7573.76
2010,5,19,15819.05
2010,5,20,11079.33
2010,5,21,6305.15
2010,5,22,9688.69
2010,5,23,24847.51
2010,5,24,17498.04
2010,5,25,9935.57
2010,5,26,6944.59
2010,5,27,4098.60
2010,5,28,5159.32
2010,5,29,3301.24
2010,5,30,2067.74
2010,5,31,1305.34
2010,6,1,3140.96
2010,6,2,3805.79
2010,6,3,3909.16
2010,6,4,2211.39
2010,6,5,1138.37
2010,6,6,2423.08
2010,6,7,2212.31
2010,6,8,1550.06
2010,6,9,2213.38
2010,6,10,2991.66
2010,6,11,2880.65
2010,6,12,2617.90
2010,6,13,3553.41
2010,6,14,5424.60
2010,6,15,3600.44
2010,6,16,5084.13
2010,6,17,4533.01
2010,6,18,3151.05
2010,6,19,1909.28
2010,6,20,1556.58
2010,6,21,997.44
2010,6,22,975.60
2010,6,23,746.01
2010,6,24,612.14
2010,6,25,506.95
2010,6,26,371.67
2010,6,27,326.36
2010,6,28,715.90
2010,6,29,1062.08
2010,6,30,1857.29
2010,7,1,1188.53
2010,7,2,721.11
2010,7,3,400.08
2010,7,4,304.19
2010,7,5,256.95
2010,7,6,197.29
2010,7,7,183.90
2010,7,8,152.00
2010,7,9,117.19
2010,7,10,131.67
2010,7,11,149.67
2010,7,12,120.35
2010,7,13,114.85
2010,7,14,116.30
2010,7,15,77.28
2010,7,16,69.51
2010,7,17,73.22
2010,7,18,88.60
2010,7,19,53.32
2010,7,20,41.07
2010,7,21,67.23
2010,7,22,89.11
2010,7,23,115.60
2010,7,24,174.81
2010,7,25,131.59
2010,7,26,87.58
2010,7,27,158.17
2010,7,28,192.78
2010,7,29,166.85
2010,7,30,206.71
2010,7,31,216.49
2010,8,1,183.23
2010,8,2,109.20
2010,8,3,108.49
2010,8,4,75.91
2010,8,5,53.75
2010,8,6,62.74
2010,8,7,172.60
2010,8,8,255.14
2010,8,9,154.87
2010,8,10,109.46
2010,8,11,74.80
2010,8,12,84.20
2010,8,13,96.13
2010,8,14,75.23
2010,8,15,60.65
2010,8,16,56.15
2010,8,17,50.67
2010,8,18,45.00
2010,8,19,46.74
2010,8,20,24.30
2010,8,21,30.71
2010,8,22,42.49
2010,8,23,39.34
2010,8,24,34.49
2010,8,25,24.81
2010,8,26,30.01
2010,8,27,37.98
2010,8,28,27.50
2010,8,29,32.13
2010,8,30,23.37
2010,8,31,16.47
2010,9,1,17.56
2010,9,2,22.59
2010,9,3,29.94
2010,9,4,30.31
2010,9,5,30.92
2010,9,6,28.89
2010,9,7,30.04
2010,9,8,24.65
2010,9,9,10.63
2010,9,10,6.32
2010,9,11,5.21
2010,9,12,18.96
2010,9,13,17.89
2010,9,14,10.48
2010,9,15,6.19
2010,9,16,16.39
2010,9,17,16.08
2010,9,18,10.48
2010,9,19,10.47
2010,9,20,9.67
2010,9,21,24.04
2010,9,22,22.59
2010,9,23,13.29
2010,9,24,53.82
2010,9,25,12.68
2010,9,26,4.74
2010,9,27,2.92
2010,9,28,3.94
2010,9,29,8.43
2010,9,30,7.73
2010,10,1,18.66
2010,10,2,16.20
2010,10,3,18.94
2010,10,4,14.33
2010,10,5,12.01
2010,10,6,11.63
2010,10,7,9.58
2010,10,8,5.57
2010,10,9,7.03
2010,10,10,4.02
2010,10,11,6.27
2010,10,12,6.92
2010,10,13,6.26
2010,10,14,21.43
2010,10,15,27.16
2010,10,16,17.03
2010,10,17,11.63
2010,10,18,7.78
2010,10,19,1.96
2010,10,20,8.00
2010,10,21,3.96
2010,10,22,6.77
2010,10,23,6.42
2010,10,24,7.71
2010,10,25,11.45
2010,10,26,9.15
2010,10,27,17.89
2010,10,28,13.93
2010,10,29,6.00
2010,10,30,6.55
2010,10,31,6.01
2010,11,1,10.34
2010,11,2,4.77
2010,11,3,5.26
2010,11,4,5.23
2010,11,5,4.91
2010,11,6,4.02
2010,11,7,5.98
2010,11,8,3.66
2010,11,9,12.99
2010,11,10,7.54
2010,11,11,6.36
2010,11,12,13.90
2010,11,13,9.48
2010,11,14,12.39
2010,11,15,6.20
2010,11,16,5.11
2010,11,17,14.30
2010,11,18,6.22
2010,11,19,7.05
2010,11,20,9.28
2010,11,21,11.64
2010,11,22,15.97
2010,11,23,21.01
2010,11,24,6.99
2010,11,25,14.92
2010,11,26,70.45
2010,11,27,272.38
2010,11,28,276.91
2010,11,29,208.57
2010,11,30,151.66
2010,12,1,174.20
2010,12,2,316.06
2010,12,3,302.44
2010,12,4,197.10
2010,12,5,125.15
2010,12,6,99.83
2010,12,7,94.21
2010,12,8,80.75
2010,12,9,77.96
2010,12,10,54.11
2010,12,11,34.54
2010,12,12,51.24
2010,12,13,60.19
2010,12,14,37.10
2010,12,15,69.06
2010,12,16,78.81
2010,12,17,50.62
2010,12,18,43.41
2010,12,19,42.01
2010,12,20,45.67
2010,12,21,53.85
2010,12,22,43.55
2010,12,23,29.70
2010,12,24,29.01
2010,12,25,26.90
2010,12,26,25.97
2010,12,27,25.32
2010,12,28,13.18
2010,12,29,26.49
2010,12,30,17.30
2010,12,31,15.06
2011,1,1,174.03
2011,1,2,496.77
2011,1,3,669.64
2011,1,4,743.29
2011,1,5,972.73
2011,1,6,520.85
2011,1,7,271.22
2011,1,8,146.06
2011,1,9,91.63
2011,1,10,74.99
2011,1,11,70.49
2011,1,12,58.01
2011,1,13,46.96
2011,1,14,29.92
2011,1,15,46.90
2011,1,16,31.55
2011,1,17,23.39
2011,1,18,25.93
2011,1,19,40.39
2011,1,20,29.94
2011,1,21,13.02
2011,1,22,11.09
2011,1,23,11.21
2011,1,24,10.79
2011,1,25,37.00
2011,1,26,13.37
2011,1,27,21.30
2011,1,28,19.42
2011,1,29,2.14
2011,1,30,10.73
2011,1,31,12.50
2011,2,1,17.27
2011,2,2,16.23
2011,2,3,12.00
2011,2,4,16.77
2011,2,5,24.73
2011,2,6,18.65
2011,2,7,11.88
2011,2,8,9.49
2011,2,9,8.47
2011,2,10,15.45
2011,2,11,9.72
2011,2,12,10.73
2011,2,13,10.29
2011,2,14,12.47
2011,2,15,20.62
2011,2,16,12.72
2011,2,17,130.16
2011,2,18,4413.94
2011,2,19,35530.81
2011,2,20,24565.10
2011,2,21,10108.54
2011,2,22,6345.11
2011,2,23,3872.46
2011,2,24,2597.47
2011,2,25,1838.31
2011,2,26,1249.31
2011,2,27,1021.19
2011,2,28,16417.48
2011,3,1,39966.47
2011,3,2,54350.94
2011,3,3,46586.55
2011,3,4,23105.25
2011,3,5,16594.44
2011,3,6,20027.90
2011,3,7,14756.84
2011,3,8,11931.81
2011,3,9,8698.74
2011,3,10,9999.78
2011,3,11,6351.71
2011,3,12,5981.58
2011,3,13,3917.39
2011,3,14,2868.69
2011,3,15,1880.25
2011,3,16,2051.19
2011,3,17,2475.38
2011,3,18,1417.28
2011,3,19,1392.31
2011,3,20,685.77
2011,3,21,522.18
2011,3,22,433.61
2011,3,23,432.17
2011,3,24,516.31
2011,3,25,434.45
2011,3,26,330.75
2011,3,27,238.29
2011,3,28,178.54
2011,3,29,183.03
2011,3,30,226.10
2011,3,31,162.21
2011,4,1,142.18
2011,4,2,144.93
2011,4,3,109.52
2011,4,4,163.88
2011,4,5,189.60
2011,4,6,480.74
2011,4,7,638.60
2011,4,8,4766.35
2011,4,9,3297.30
2011,4,10,3093.10
2011,4,11,2289.01
2011,4,12,1433.79
2011,4,13,782.43
2011,4,14,693.82
2011,4,15,999.77
2011,4,16,374.16
2011,4,17,381.36
2011,4,18,252.13
2011,4,19,332.87
2011,4,20,10441.65
2011,4,21,26564.04
2011,4,22,16992.09
2011,4,23,16710.11
2011,4,24,11750.77
2011,4,25,10543.16
2011,4,26,16959.73
2011,4,27,18679.41
2011,4,28,28821.78
2011,4,29,34939.96
2011,4,30,17874.81
2011,5,1,9229.97
2011,5,2,6633.05
2011,5,3,4542.73
2011,5,4,4335.57
2011,5,5,3532.39
2011,5,6,3148.92
2011,5,7,2069.37
2011,5,8,1237.04
2011,5,9,820.15
2011,5,10,611.98
2011,5,11,708.25
2011,5,12,398.40
2011,5,13,536.16
2011,5,14,649.23
2011,5,15,8352.71
2011,5,16,17724.56
2011,5,17,15897.32
2011,5,18,7961.81
2011,5,19,8200.97
2011,5,20,6654.17
2011,5,21,4925.20
2011,5,22,3020.29
2011,5,23,2151.65
2011,5,24,941.87
2011,5,25,14364.86
2011,5,26,71291.32
2011,5,27,88735.50
2011,5,28,61874.08
2011,5,29,35588.24
2011,5,30,32426.96
2011,5,31,15095.45
2011,6,1,8746.16
2011,6,2,9764.42
2011,6,3,3154.82
2011,6,4,1539.40
2011,6,5,715.87
2011,6,6,483.18
2011,6,7,477.55
2011,6,8,318.10
2011,6,9,160.32
2011,6,10,156.19
2011,6,11,123.97
2011,6,12,240.31
2011,6,13,391.91
2011,6,14,671.13
2011,6,15,289.77
2011,6,16,208.45
2011,6,17,185.05
2011,6,18,188.90
2011,6,19,165.53
2011,6,20,387.61
2011,6,21,393.74
2011,6,22,440.72
2011,6,23,611.76
2011,6,24,379.72
2011,6,25,350.09
2011,6,26,550.61
2011,6,27,274.76
2011,6,28,217.13
2011,6,29,153.33
2011,6,30,126.19
2011,7,1,88.81
2011,7,2,67.47
2011,7,3,90.95
2011,7,4,48.12
2011,7,5,41.16
2011,7,6,71.41
2011,7,7,62.88
2011,7,8,50.67
2011,7,9,55.48
2011,7,10,51.87
2011,7,11,69.02
2011,7,12,78.98
2011,7,13,55.03
2011,7,14,61.95
2011,7,15,96.84
2011,7,16,93.46
2011,7,17,47.19
2011,7,18,28.58
2011,7,19,41.20
2011,7,20,38.44
2011,7,21,99.04
2011,7,22,152.62
2011,7,23,116.58
2011,7,24,84.45
2011,7,25,45.19
2011,7,26,43.90
2011,7,27,129.82
2011,7,28,223.47
2011,7,29,126.64
2011,7,30,46.04
2011,7,31,27.33
2011,8,1,20.32
2011,8,2,22.83
2011,8,3,23.73
2011,8,4,32.73
2011,8,5,28.29
2011,8,6,23.91
2011,8,7,133.78
2011,8,8,87.66
2011,8,9,98.50
2011,8,10,122.27
2011,8,11,88.44
2011,8,12,117.58
2011,8,13,98.09
2011,8,14,71.28
2011,8,15,58.92
2011,8,16,28.65
2011,8,17,34.22
2011,8,18,33.38
2011,8,19,35.06
2011,8,20,37.90
2011,8,21,24.46
2011,8,22,25.40
2011,8,23,25.62
2011,8,24,33.57
2011,8,25,133.90
2011,8,26,128.86
2011,8,27,148.56
2011,8,28,119.92
2011,8,29,57.52
2011,8,30,44.54
2011,8,31,51.25
2011,9,1,50.50
2011,9,2,19.52
2011,9,3,19.97
2011,9,4,22.33
2011,9,5,19.20
2011,9,6,16.15
2011,9,7,16.78
2011,9,8,38.32
2011,9,9,492.12
2011,9,10,998.06
2011,9,11,703.35
2011,9,12,414.51
2011,9,13,223.65
2011,9,14,202.57
2011,9,15,82.48
2011,9,16,69.72
2011,9,17,73.37
2011,9,18,57.26
2011,9,19,43.70
2011,9,20,82.16
2011,9,21,102.94
2011,9,22,108.73
2011,9,23,117.44
2011,9,24,108.68
2011,9,25,89.27
2011,9,26,372.51
2011,9,27,1818.91
2011,9,28,2099.95
2011,9,29,2872.25
2011,9,30,3837.87
2011,10,1,2958.12
2011,10,2,1905.02
2011,10,3,985.89
2011,10,4,567.15
2011,10,5,362.20
2011,10,6,189.63
2011,10,7,303.88
2011,10,8,118.40
2011,10,9,77.64
2011,10,10,82.23
2011,10,11,80.33
2011,10,12,48.06
2011,10,13,37.93
2011,10,14,61.46
2011,10,15,56.55
2011,10,16,15.65
2011,10,17,19.87
2011,10,18,43.32
2011,10,19,90.10
2011,10,20,3276.89
2011,10,21,8620.08
2011,10,22,8501.89
2011,10,23,6486.41
2011,10,24,4198.39
2011,10,25,2154.64
2011,10,26,1402.18
2011,10,27,772.61
2011,10,28,816.20
2011,10,29,1079.35
2011,10,30,589.61
2011,10,31,374.03
2011,11,1,325.53
2011,11,2,320.11
2011,11,3,194.13
2011,11,4,176.29
2011,11,5,94.26
2011,11,6,120.01
2011,11,7,96.47
2011,11,8,84.95
2011,11,9,74.03
2011,11,10,77.42
2011,11,11,83.60
2011,11,12,91.66
2011,11,13,386.40
2011,11,14,96.77
2011,11,15,3452.96
2011,11,16,7143.05
2011,11,17,8036.08
2011,11,18,3866.84
2011,11,19,1775.14
2011,11,20,877.66
2011,11,21,578.83
2011,11,22,1618.34
2011,11,23,16022.68
2011,11,24,18134.94
2011,11,25,9797.09
2011,11,26,5674.21
2011,11,27,3419.87
2011,11,28,4060.12
2011,11,29,16795.11
2011,11,30,40317.14
2011,12,1,29671.97
2011,12,2,18072.32
2011,12,3,10910.55
2011,12,4,5749.68
2011,12,5,9274.78
2011,12,6,13772.80
2011,12,7,11673.31
2011,12,8,8059.60
2011,12,9,5386.41
2011,12,10,3221.87
2011,12,11,2120.97
2011,12,12,1391.73
2011,12,13,1067.08
2011,12,14,709.24
2011,12,15,5167.14
2011,12,16,17051.06
2011,12,17,10434.70
2011,12,18,6961.80
2011,12,19,4288.54
2011,12,20,2450.74
2011,12,21,5026.51
2011,12,22,12970.25
2011,12,23,15290.26
2011,12,24,7151.51
2011,12,25,5031.52
2011,12,26,2706.87
2011,12,27,1440.48
2011,12,28,1229.91
2011,12,29,1668.19
2011,12,30,1727.37
2011,12,31,1850.66
2012,1,1,1910.91
2012,1,2,1628.77
2012,1,3,1133.98
2012,1,4,768.31
2012,1,5,514.03
2012,1,6,444.80
2012,1,7,253.73
2012,1,8,220.27
2012,1,9,162.73
2012,1,10,129.49
2012,1,11,126.96
2012,1,12,127.97
2012,1,13,216.17
2012,1,14,227.05
2012,1,15,139.39
2012,1,16,131.53
2012,1,17,3622.34
2012,1,18,23448.81
2012,1,19,33601.49
2012,1,20,16399.93
2012,1,21,8544.13
2012,1,22,3380.73
2012,1,23,4225.30
2012,1,24,9264.65
2012,1,25,8686.78
2012,1,26,5062.46
2012,1,27,4213.44
2012,1,28,5906.81
2012,1,29,5157.37
2012,1,30,3913.08
2012,1,31,3002.23
2012,2,1,1915.50
2012,2,2,1280.57
2012,2,3,1087.77
2012,2,4,717.02
2012,2,5,671.66
2012,2,6,994.19
2012,2,7,1369.96
2012,2,8,1256.95
2012,2,9,1143.88
2012,2,10,571.19
2012,2,11,371.88
2012,2,12,246.54
2012,2,13,192.29
2012,2,14,146.56
2012,2,15,123.84
2012,2,16,132.28
2012,2,17,139.56
2012,2,18,141.99
2012,2,19,188.04
2012,2,20,144.33
2012,2,21,105.02
2012,2,22,152.01
2012,2,23,98.11
2012,2,24,868.50
2012,2,25,3826.00
2012,2,26,4672.71
2012,2,27,1728.86
2012,2,28,941.64
2012,2,29,2899.85
2012,3,1,6652.68
2012,3,2,9999.07
2012,3,3,22607.28
2012,3,4,39532.07
2012,3,5,20758.89
2012,3,6,11241.65
2012,3,7,7826.42
2012,3,8,3235.26
2012,3,9,2218.02
2012,3,10,1458.93
2012,3,11,970.71
2012,3,12,756.73
2012,3,13,3336.69
2012,3,14,1554.75
2012,3,15,884.05
2012,3,16,1035.44
2012,3,17,1353.00
2012,3,18,1583.94
2012,3,19,1114.63
2012,3,20,887.07
2012,3,21,485.36
2012,3,22,366.36
2012,3,23,392.00
2012,3,24,2363.07
2012,3,25,16114.83
2012,3,26,9894.32
2012,3,27,3573.92
2012,3,28,2377.90
2012,3,29,1196.06
2012,3,30,875.72
2012,3,31,561.91
2012,4,1,457.91
2012,4,2,259.36
2012,4,3,225.57
2012,4,4,311.90
2012,4,5,260.54
2012,4,6,155.34
2012,4,7,198.94
2012,4,8,269.92
2012,4,9,173.67
2012,4,10,140.78
2012,4,11,157.17
2012,4,12,136.61
2012,4,13,143.47
2012,4,14,114.77
2012,4,15,107.94
2012,4,16,222.49
2012,4,17,65.79
2012,4,18,63.81
2012,4,19,75.26
2012,4,20,86.42
2012,4,21,57.37
2012,4,22,56.19
2012,4,23,52.51
2012,4,24,38.31
2012,4,25,59.70
2012,4,26,58.85
2012,4,27,43.19
2012,4,28,44.66
2012,4,29,46.95
2012,4,30,47.88
2012,5,1,68.38
2012,5,2,75.60
2012,5,3,142.42
2012,5,4,359.05
2012,5,5,270.30
2012,5,6,239.88
2012,5,7,246.21
2012,5,8,518.16
2012,5,9,680.05
2012,5,10,405.86
2012,5,11,441.74
2012,5,12,338.91
2012,5,13,212.77
2012,5,14,155.60
2012,5,15,161.35
2012,5,16,105.51
2012,5,17,105.01
2012,5,18,134.49
2012,5,19,93.15
2012,5,20,53.98
2012,5,21,52.60
2012,5,22,62.82
2012,5,23,56.45
2012,5,24,33.83
2012,5,25,141.00
2012,5,26,68.19
2012,5,27,44.25
2012,5,28,50.29
2012,5,29,57.60
2012,5,30,37.14
2012,5,31,76.57
2012,6,1,223.08
2012,6,2,86.72
2012,6,3,110.00
2012,6,4,67.99
2012,6,5,89.43
2012,6,6,84.35
2012,6,7,73.66
2012,6,8,40.24
2012,6,9,49.18
2012,6,10,24.39
2012,6,11,42.76
2012,6,12,40.09
2012,6,13,40.99
2012,6,14,24.82
2012,6,15,27.13
2012,6,16,32.44
2012,6,17,35.16
2012,6,18,41.00
2012,6,19,32.01
2012,6,20,18.03
2012,6,21,22.00
2012,6,22,15.61
2012,6,23,18.38
2012,6,24,16.09
2012,6,25,54.95
2012,6,26,37.28
2012,6,27,20.66
2012,6,28,12.16
2012,6,29,11.92
2012,6,30,13.64
2012,7,1,8.37
2012,7,2,12.07
2012,7,3,3.19
2012,7,4,12.95
2012,7,5,8.97
2012,7,6,8.89
2012,7,7,8.51
2012,7,8,11.08
2012,7,9,7.27
2012,7,10,5.56
2012,7,11,6.70
2012,7,12,5.45
2012,7,13,3.80
2012,7,14,3.51
2012,7,15,5.39
2012,7,16,11.73
2012,7,17,3.71
2012,7,18,10.35
2012,7,19,7.03
2012,7,20,46.96
2012,7,21,25.34
2012,7,22,23.03
2012,7,23,32.85
2012,7,24,29.22
2012,7,25,33.63
2012,7,26,30.78
2012,7,27,25.16
2012,7,28,27.18
2012,7,29,30.43
2012,7,30,17.73
2012,7,31,15.62
2012,8,1,21.35
2012,8,2,9.77
2012,8,3,11.87
2012,8,4,11.04
2012,8,5,30.37
2012,8,6,25.69
2012,8,7,41.06
2012,8,8,81.58
2012,8,9,56.46
2012,8,10,51.98
2012,8,11,136.43
2012,8,12,225.39
2012,8,13,99.50
2012,8,14,96.62
2012,8,15,135.54
2012,8,16,146.03
2012,8,17,103.61
2012,8,18,120.44
2012,8,19,89.85
2012,8,20,53.84
2012,8,21,39.64
2012,8,22,13.47
2012,8,23,13.17
2012,8,24,21.50
2012,8,25,11.56
2012,8,26,11.11
2012,8,27,17.67
2012,8,28,17.59
2012,8,29,14.36
2012,8,30,17.31
2012,8,31,47.29
2012,9,1,32.81
2012,9,2,38.26
2012,9,3,33.68
2012,9,4,35.88
2012,9,5,20.22
2012,9,6,22.50
2012,9,7,20.80
2012,9,8,31.25
2012,9,9,60.08
2012,9,10,109.64
2012,9,11,88.49
2012,9,12,73.23
2012,9,13,45.88
2012,9,14,38.69
2012,9,15,29.63
2012,9,16,29.68
2012,9,17,27.77
2012,9,18,26.33
2012,9,19,25.18
2012,9,20,20.75
2012,9,21,20.51
2012,9,22,20.98
2012,9,23,22.90
2012,9,24,17.71
2012,9,25,13.70
2012,9,26,18.94
2012,9,27,23.31
2012,9,28,24.49
2012,9,29,21.38
2012,9,30,59.61
2012,10,1,74.11
2012,10,2,73.82
2012,10,3,31.87
2012,10,4,49.74
2012,10,5,51.19
2012,10,6,66.02
2012,10,7,119.66
2012,10,8,242.23
2012,10,9,200.70
2012,10,10,218.15
2012,10,11,81.11
2012,10,12,69.21
2012,10,13,48.54
2012,10,14,76.48
2012,10,15,43.09
2012,10,16,22.71
2012,10,17,64.65
2012,10,18,46.03
2012,10,19,26.55
2012,10,20,34.78
2012,10,21,42.36
2012,10,22,61.05
2012,10,23,90.59
2012,10,24,85.12
2012,10,25,84.20
2012,10,26,111.46
2012,10,27,73.65
2012,10,28,87.23
2012,10,29,68.50
2012,10,30,48.15
2012,10,31,36.91
2012,11,1,83.22
2012,11,2,134.76
2012,11,3,125.62
2012,11,4,112.60
2012,11,5,79.19
2012,11,6,34.27
2012,11,7,22.89
2012,11,8,22.89
2012,11,9,25.09
2012,11,10,37.93
2012,11,11,50.42
2012,11,12,48.16
2012,11,13,50.30
2012,11,14,8.05
2012,11,15,124.97
2012,11,16,68.27
2012,11,17,44.91
2012,11,18,41.23
2012,11,19,37.31
2012,11,20,43.98
2012,11,21,20.10
2012,11,22,34.01
2012,11,23,37.07
2012,11,24,15.47
2012,11,25,10.00
2012,11,26,9.80
2012,11,27,12.24
2012,11,28,13.01
2012,11,29,13.51
2012,11,30,11.28
2012,12,1,15.86
2012,12,2,12.26
2012,12,3,16.53
2012,12,4,19.50
2012,12,5,14.63
2012,12,6,15.45
2012,12,7,10.58
2012,12,8,9.67
2012,12,9,12.81
2012,12,10,28.08
2012,12,11,195.91
2012,12,12,319.80
2012,12,13,236.19
2012,12,14,373.66
2012,12,15,349.97
2012,12,16,270.48
2012,12,17,256.94
2012,12,18,177.65
2012,12,19,189.17
2012,12,20,144.18
2012,12,21,321.95
2012,12,22,2259.77
2012,12,23,998.13
2012,12,24,2222.42
2012,12,25,1455.97
2012,12,26,1333.68
2012,12,27,597.30
2012,12,28,497.70
2012,12,29,447.83
2012,12,30,303.57
2012,12,31,277.18
2013,1,1,183.43
2013,1,2,210.16
2013,1,3,161.67
2013,1,4,103.61
2013,1,5,88.56
2013,1,6,113.03
2013,1,7,114.11
2013,1,8,102.57
2013,1,9,64.18
2013,1,10,58.43
2013,1,11,811.15
2013,1,12,11443.38
2013,1,13,57828.34
2013,1,14,86186.91
2013,1,15,57584.90
2013,1,16,27403.92
2013,1,17,16242.90
2013,1,18,9809.60
2013,1,19,6433.65
2013,1,20,3637.31
2013,1,21,2071.36
2013,1,22,873.80
2013,1,23,388.83
2013,1,24,356.22
2013,1,25,330.24
2013,1,26,243.72
2013,1,27,228.21
2013,1,28,134.84
2013,1,29,139.93
2013,1,30,345.07
2013,1,31,2051.55
2013,2,1,3902.82
2013,2,2,4607.85
2013,2,3,1925.50
2013,2,4,1247.28
2013,2,5,708.33
2013,2,6,612.69
2013,2,7,496.93
2013,2,8,392.88
2013,2,9,233.52
2013,2,10,216.25
2013,2,11,359.92
2013,2,12,309.54
2013,2,13,311.78
2013,2,14,265.48
2013,2,15,203.16
2013,2,16,128.03
2013,2,17,116.80
2013,2,18,107.55
2013,2,19,244.01
2013,2,20,81.47
2013,2,21,38.03
2013,2,22,44.06
2013,2,23,19.37
2013,2,24,41.91
2013,2,25,32.15
2013,2,26,46.70
2013,2,27,8034.83
2013,2,28,15453.96
2013,3,1,14579.51
2013,3,2,7814.20
2013,3,3,3986.45
2013,3,4,2299.00
2013,3,5,1482.23
2013,3,6,1013.52
2013,3,7,497.77
2013,3,8,415.05
2013,3,9,554.85
2013,3,10,682.73
2013,3,11,1189.37
2013,3,12,5787.36
2013,3,13,17359.25
2013,3,14,11064.98
2013,3,15,5878.99
2013,3,16,4094.39
2013,3,17,2562.96
2013,3,18,1790.19
2013,3,19,1500.27
2013,3,20,843.85
2013,3,21,640.75
2013,3,22,414.67
2013,3,23,241.32
2013,3,24,285.78
2013,3,25,340.25
2013,3,26,142.95
2013,3,27,124.97
2013,3,28,155.42
2013,3,29,300.33
2013,3,30,442.03
2013,3,31,522.66
2013,4,1,410.05
2013,4,2,342.38
2013,4,3,286.38
2013,4,4,236.12
2013,4,5,222.02
2013,4,6,220.27
2013,4,7,191.00
2013,4,8,189.18
2013,4,9,179.47
2013,4,10,241.23
2013,4,11,3278.30
2013,4,12,32528.99
2013,4,13,47244.19
2013,4,14,40073.62
2013,4,15,22431.97
2013,4,16,9547.79
2013,4,17,8089.27
2013,4,18,7654.12
2013,4,19,8699.95
2013,4,20,29215.44
2013,4,21,21118.83
2013,4,22,14066.15
2013,4,23,9270.94
2013,4,24,5363.35
2013,4,25,8605.65
2013,4,26,9742.42
2013,4,27,8345.03
2013,4,28,4615.81
2013,4,29,3483.26
2013,4,30,2855.52
2013,5,1,2431.53
2013,5,2,1696.58
2013,5,3,1455.47
2013,5,4,560.35
2013,5,5,624.18
2013,5,6,462.22
2013,5,7,584.21
2013,5,8,236.63
2013,5,9,214.61
2013,5,10,252.86
2013,5,11,175.93
2013,5,12,186.11
2013,5,13,133.11
2013,5,14,223.75
2013,5,15,101.35
2013,5,16,75.35
2013,5,17,61.11
2013,5,18,59.89
2013,5,19,66.53
2013,5,20,134.36
2013,5,21,57.28
2013,5,22,62.84
2013,5,23,124.16
2013,5,24,69.23
2013,5,25,104.36
2013,5,26,110.29
2013,5,27,93.95
2013,5,28,182.85
2013,5,29,172.55
2013,5,30,275.27
2013,5,31,309.51
2013,6,1,484.20
2013,6,2,18358.72
2013,6,3,14644.52
2013,6,4,5039.11
2013,6,5,1899.77
2013,6,6,1075.30
2013,6,7,568.72
2013,6,8,381.92
2013,6,9,284.64
2013,6,10,205.38
2013,6,11,182.41
2013,6,12,117.57
2013,6,13,1245.80
2013,6,14,2587.83
2013,6,15,1759.91
2013,6,16,1006.63
2013,6,17,535.62
2013,6,18,469.90
2013,6,19,329.94
2013,6,20,186.82
2013,6,21,149.68
2013,6,22,222.64
2013,6,23,193.16
2013,6,24,156.65
2013,6,25,204.86
2013,6,26,115.46
2013,6,27,182.57
2013,6,28,264.00
2013,6,29,367.85
2013,6,30,904.95
2013,7,1,1110.77
2013,7,2,1177.58
2013,7,3,1906.95
2013,7,4,1423.32
2013,7,5,1168.33
2013,7,6,877.76
2013,7,7,939.13
2013,7,8,1147.90
2013,7,9,2906.15
2013,7,10,4331.63
2013,7,11,10190.71
2013,7,12,5687.50
2013,7,13,2860.06
2013,7,14,1885.66
2013,7,15,982.03
2013,7,16,786.06
2013,7,17,330.57
2013,7,18,156.86
2013,7,19,143.26
2013,7,20,189.19
2013,7,21,629.76
2013,7,22,637.59
2013,7,23,1136.93
2013,7,24,663.50
2013,7,25,437.63
2013,7,26,141.98
2013,7,27,158.09
2013,7,28,128.38
2013,7,29,115.91
2013,7,30,116.54
