year,month,day,DRP(kg)
2010,2,22,75.01
2010,2,23,84.32
2010,2,24,386.36
2010,2,25,485.50
2010,2,26,416.60
2010,2,27,570.30
2010,2,28,576.22
2010,3,1,517.25
2010,3,2,882.75
2010,3,3,1524.39
2010,3,4,2203.38
2010,3,5,1657.80
2010,3,6,1769.36
2010,3,7,1989.11
2010,3,8,2182.28
2010,3,9,2465.36
2010,3,10,3001.50
2010,3,11,3475.89
2010,3,12,3335.39
2010,3,13,3726.01
2010,3,14,5714.41
2010,3,15,5313.80
2010,3,16,4847.17
2010,3,17,4273.08
2010,3,18,3043.23
2010,3,19,2448.92
2010,3,20,1870.82
2010,3,21,1395.94
2010,3,22,1143.50
2010,3,23,997.29
2010,3,24,1080.83
2010,3,25,1053.94
2010,3,26,1049.01
2010,3,27,1320.61
2010,3,28,1355.65
2010,3,29,2551.00
2010,3,30,3880.58
2010,3,31,2705.13
2010,4,1,2060.99
2010,4,2,1601.15
2010,4,3,1266.25
2010,4,4,894.86
2010,4,5,702.85
2010,4,6,500.11
2010,4,7,341.64
2010,4,8,2134.19
2010,4,9,3924.18
2010,4,10,4020.21
2010,4,11,2783.11
2010,4,12,2386.20
2010,4,13,1297.57
2010,4,14,1012.88
2010,4,15,837.83
2010,4,16,665.62
2010,4,17,488.34
2010,4,18,276.81
2010,4,19,162.33
2010,4,20,27.74
2010,4,21,14.03
2010,4,22,17.62
2010,4,23,9.73
2010,4,24,7.54
2010,4,25,23.04
2010,4,26,1930.30
2010,4,27,8414.35
2010,4,28,8060.60
2010,4,29,5949.36
2010,4,30,3600.33
2010,5,1,2783.52
2010,5,2,2007.95
2010,5,3,2387.21
2010,5,4,2168.05
2010,5,5,1928.98
2010,5,6,1646.57
2010,5,7,1158.94
2010,5,8,1287.53
2010,5,9,978.89
2010,5,10,634.39
2010,5,11,868.54
2010,5,12,1792.10
2010,5,13,3465.74
2010,5,14,3470.25
2010,5,15,5256.02
2010,5,16,3844.76
2010,5,17,2897.59
2010,5,18,4398.81
2010,5,19,5170.68
2010,5,20,5212.37
2010,5,21,4027.42
2010,5,22,5357.65
2010,5,23,7288.83
2010,5,24,7050.86
2010,5,25,7136.18
2010,5,26,6025.91
2010,5,27,4704.61
2010,5,28,4104.71
2010,5,29,3572.07
2010,5,30,2872.96
2010,5,31,2045.44
2010,6,1,2768.38
2010,6,2,3629.67
2010,6,3,3515.21
2010,6,4,2727.63
2010,6,5,2278.31
2010,6,6,2905.29
2010,6,7,2717.56
2010,6,8,2545.52
2010,6,9,2229.82
2010,6,10,2918.88
2010,6,11,3284.08
2010,6,12,2965.49
2010,6,13,5783.11
2010,6,14,4070.28
2010,6,15,3397.77
2010,6,16,4541.23
2010,6,17,3930.17
2010,6,18,3421.46
2010,6,19,2672.78
2010,6,20,2475.86
2010,6,21,2050.97
2010,6,22,1839.53
2010,6,23,1455.02
2010,6,24,1177.34
2010,6,25,1080.11
2010,6,26,756.70
2010,6,27,725.40
2010,6,28,1451.90
2010,6,29,1725.39
2010,6,30,2445.51
2010,7,1,1602.68
2010,7,2,1027.49
2010,7,3,654.30
2010,7,4,461.73
2010,7,5,342.59
2010,7,6,288.42
2010,7,7,180.43
2010,7,8,150.77
2010,7,9,190.61
2010,7,10,205.61
2010,7,11,260.74
2010,7,12,223.75
2010,7,13,293.01
2010,7,14,178.68
2010,7,15,103.32
2010,7,16,52.38
2010,7,17,5.97
2010,7,18,7.72
2010,7,19,5.99
2010,7,20,4.30
2010,7,21,14.68
2010,7,22,3.77
2010,7,23,3.45
2010,7,24,17.67
2010,7,25,91.50
2010,7,26,55.09
2010,7,27,83.67
2010,7,28,93.54
2010,7,29,152.44
2010,7,30,107.14
2010,7,31,126.98
2010,8,1,108.33
2010,8,2,66.77
2010,8,3,139.47
2010,8,4,125.78
2010,8,5,114.47
2010,8,6,121.02
2010,8,7,259.25
2010,8,8,99.48
2010,8,9,142.69
2010,8,10,79.88
2010,8,11,66.94
2010,8,12,106.73
2010,8,13,126.51
2010,8,14,117.32
2010,8,15,99.26
2010,8,16,114.69
2010,8,17,90.37
2010,8,18,75.38
2010,8,19,84.88
2010,8,20,64.93
2010,8,21,72.48
2010,8,22,80.29
2010,8,23,62.90
2010,8,24,53.26
2010,8,25,44.06
2010,8,26,27.30
2010,8,27,32.93
2010,8,28,14.84
2010,8,29,20.21
2010,8,30,21.61
2010,8,31,22.74
2010,9,1,25.54
2010,9,2,35.03
2010,9,3,40.94
2010,9,4,59.50
2010,9,5,51.98
2010,9,6,32.19
2010,9,7,37.64
2010,9,8,28.90
2010,9,9,10.15
2010,9,10,9.20
2010,9,11,8.22
2010,9,12,19.84
2010,9,13,17.93
2010,9,14,15.59
2010,9,15,10.18
2010,9,16,15.80
2010,9,17,17.54
2010,9,18,10.14
2010,9,19,13.89
2010,9,20,11.15
2010,9,21,32.70
2010,9,22,29.35
2010,9,23,25.40
2010,9,24,29.87
2010,9,25,20.84
2010,9,26,8.35
2010,9,27,5.95
2010,9,28,15.56
2010,9,29,14.68
2010,9,30,13.56
2010,10,1,28.03
2010,10,2,20.43
2010,10,3,22.20
2010,10,4,21.94
2010,10,5,26.51
2010,10,6,28.15
2010,10,7,25.94
2010,10,8,15.25
2010,10,9,8.80
2010,10,10,5.62
2010,10,11,9.53
2010,10,12,7.86
2010,10,13,7.78
2010,10,14,25.04
2010,10,15,26.54
2010,10,16,23.74
2010,10,17,16.89
2010,10,18,15.84
2010,10,19,16.41
2010,10,20,18.02
2010,10,21,17.10
2010,10,22,11.71
2010,10,23,10.76
2010,10,24,16.65
2010,10,25,19.84
2010,10,26,19.16
2010,10,27,25.75
2010,10,28,29.54
2010,10,29,14.68
2010,10,30,9.59
2010,10,31,10.68
2010,11,1,10.44
2010,11,2,12.04
2010,11,3,14.69
2010,11,4,12.41
2010,11,5,14.87
2010,11,6,12.33
2010,11,7,12.79
2010,11,8,9.84
2010,11,9,7.47
2010,11,10,5.56
2010,11,11,10.64
2010,11,12,10.26
2010,11,13,9.16
2010,11,14,13.55
2010,11,15,9.15
2010,11,16,11.39
2010,11,17,23.49
2010,11,18,9.34
2010,11,19,11.32
2010,11,20,9.79
2010,11,21,12.98
2010,11,22,6.30
2010,11,23,8.86
2010,11,24,1.59
2010,11,25,4.62
2010,11,26,14.21
2010,11,27,53.95
2010,11,28,76.46
2010,11,29,156.49
2010,11,30,389.10
2010,12,1,305.82
2010,12,2,532.45
2010,12,3,635.17
2010,12,4,567.93
2010,12,5,455.00
2010,12,6,386.72
2010,12,7,395.27
2010,12,8,347.20
2010,12,9,387.14
2010,12,10,258.36
2010,12,11,228.26
2010,12,12,300.46
2010,12,13,392.84
2010,12,14,327.74
2010,12,15,429.14
2010,12,16,499.17
2010,12,17,385.54
2010,12,18,242.37
2010,12,19,224.73
2010,12,20,258.95
2010,12,21,275.73
2010,12,22,188.71
2010,12,23,170.33
2010,12,24,151.09
2010,12,25,145.37
2010,12,26,131.35
2010,12,27,112.45
2010,12,28,88.16
2010,12,29,164.41
2010,12,30,171.61
2010,12,31,138.55
2011,1,1,417.63
2011,1,2,1364.80
2011,1,3,1708.48
2011,1,4,1282.56
2011,1,5,1361.92
2011,1,6,1120.66
2011,1,7,657.11
2011,1,8,451.07
2011,1,9,309.05
2011,1,10,276.05
2011,1,11,269.58
2011,1,12,211.06
2011,1,13,131.64
2011,1,14,163.90
2011,1,15,222.60
2011,1,16,138.82
2011,1,17,132.94
2011,1,18,150.64
2011,1,19,236.07
2011,1,20,201.01
2011,1,21,103.44
2011,1,22,108.10
2011,1,23,108.64
2011,1,24,111.87
2011,1,25,146.99
2011,1,26,156.22
2011,1,27,173.19
2011,1,28,164.20
2011,1,29,142.89
2011,1,30,104.59
2011,1,31,108.78
2011,2,1,123.53
2011,2,2,148.66
2011,2,3,95.07
2011,2,4,115.45
2011,2,5,155.15
2011,2,6,165.03
2011,2,7,125.82
2011,2,8,107.59
2011,2,9,118.11
2011,2,10,176.53
2011,2,11,192.38
2011,2,12,254.64
2011,2,13,460.94
2011,2,14,330.01
2011,2,15,240.04
2011,2,16,275.49
2011,2,17,826.50
2011,2,18,14655.58
2011,2,19,8754.81
2011,2,20,10421.27
2011,2,21,33519.89
2011,2,22,8784.04
2011,2,23,6586.84
2011,2,24,5364.86
2011,2,25,4529.04
2011,2,26,3654.33
2011,2,27,2756.47
2011,2,28,4213.66
2011,3,1,11107.24
2011,3,2,15043.97
2011,3,3,14298.06
2011,3,4,15855.75
2011,3,5,10816.06
2011,3,6,11577.32
2011,3,7,12077.63
2011,3,8,15543.31
2011,3,9,9839.91
2011,3,10,10011.08
2011,3,11,8105.04
2011,3,12,6747.55
2011,3,13,5706.48
2011,3,14,4023.06
2011,3,15,2611.72
2011,3,16,2076.41
2011,3,17,1556.63
2011,3,18,1838.01
2011,3,19,1434.62
2011,3,20,879.57
2011,3,21,817.72
2011,3,22,623.97
2011,3,23,626.02
2011,3,24,818.35
2011,3,25,754.30
2011,3,26,537.00
2011,3,27,440.49
2011,3,28,320.38
2011,3,29,283.65
2011,3,30,217.55
2011,3,31,235.13
2011,4,1,151.50
2011,4,2,30.57
2011,4,3,18.50
2011,4,4,16.72
2011,4,5,21.20
2011,4,6,66.51
2011,4,7,64.52
2011,4,8,674.75
2011,4,9,1481.07
2011,4,10,1550.15
2011,4,11,1571.34
2011,4,12,1255.30
2011,4,13,1011.84
2011,4,14,834.33
2011,4,15,590.50
2011,4,16,571.88
2011,4,17,429.92
2011,4,18,307.22
2011,4,19,330.35
2011,4,20,2460.57
2011,4,21,4649.77
2011,4,22,5268.25
2011,4,23,6641.95
2011,4,24,6315.97
2011,4,25,4382.15
2011,4,26,5534.14
2011,4,27,5673.56
2011,4,28,7887.26
2011,4,29,7982.66
2011,4,30,6550.33
2011,5,1,4044.48
2011,5,2,5183.06
2011,5,3,4744.24
2011,5,4,3663.99
2011,5,5,3516.63
2011,5,6,2836.80
2011,5,7,2019.50
2011,5,8,1707.41
2011,5,9,1456.49
2011,5,10,1177.47
2011,5,11,720.50
2011,5,12,1742.56
2011,5,13,3325.74
2011,5,14,2597.71
2011,5,15,5793.68
2011,5,16,5418.57
2011,5,17,4815.98
2011,5,18,4326.71
2011,5,19,4416.75
2011,5,20,3896.76
2011,5,21,3005.61
2011,5,22,2150.83
2011,5,23,1647.34
2011,5,24,1326.09
2011,5,25,3458.50
2011,5,26,9731.21
2011,5,27,15125.51
2011,5,28,24067.14
2011,5,29,14606.59
2011,5,30,11747.25
2011,5,31,9478.44
2011,6,1,7098.48
2011,6,2,5596.54
2011,6,3,4499.54
2011,6,4,2980.27
2011,6,5,2240.45
2011,6,6,1629.49
2011,6,7,1087.60
2011,6,8,488.12
2011,6,9,143.46
2011,6,10,104.54
2011,6,11,117.25
2011,6,12,90.37
2011,6,13,50.49
2011,6,14,21.22
2011,6,15,12.69
2011,6,16,11.68
2011,6,17,6.27
2011,6,18,10.24
2011,6,19,6.34
2011,6,20,49.91
2011,6,21,403.70
2011,6,22,149.91
2011,6,23,258.33
2011,6,24,51.20
2011,6,25,56.31
2011,6,26,26.99
2011,6,27,12.60
2011,6,28,8.40
2011,6,29,7.77
2011,6,30,4.93
2011,7,1,3.34
2011,7,2,1.86
2011,7,3,3.95
2011,7,4,8.04
2011,7,5,8.51
2011,7,6,5.30
2011,7,7,4.88
2011,7,8,3.59
2011,7,9,4.04
2011,7,10,7.03
2011,7,11,13.81
2011,7,12,17.73
2011,7,13,15.51
2011,7,14,22.34
2011,7,15,30.66
2011,7,16,29.56
2011,7,17,20.26
2011,7,18,2.75
2011,7,19,29.24
2011,7,20,33.76
2011,7,21,80.11
2011,7,22,145.61
2011,7,23,53.84
2011,7,24,34.06
2011,7,25,47.69
2011,7,26,47.42
2011,7,27,107.22
2011,7,28,165.54
2011,7,29,113.85
2011,7,30,52.00
2011,7,31,34.82
2011,8,1,33.83
2011,8,2,67.57
2011,8,3,69.72
2011,8,4,54.80
2011,8,5,24.93
2011,8,6,14.30
2011,8,7,81.12
2011,8,8,83.83
2011,8,9,132.33
2011,8,10,182.77
2011,8,11,93.55
2011,8,12,108.75
2011,8,13,97.05
2011,8,14,74.95
2011,8,15,35.66
2011,8,16,44.01
2011,8,17,68.13
2011,8,18,65.35
2011,8,19,37.65
2011,8,20,13.45
2011,8,21,7.91
2011,8,22,13.71
2011,8,23,35.01
2011,8,24,44.81
2011,8,25,203.26
2011,8,26,209.01
2011,8,27,198.52
2011,8,28,78.05
2011,8,29,46.58
2011,8,30,52.95
2011,8,31,56.19
2011,9,1,54.15
2011,9,2,24.82
2011,9,3,3.72
2011,9,4,1.52
2011,9,5,10.88
2011,9,6,20.58
2011,9,7,19.73
2011,9,8,42.59
2011,9,9,494.40
2011,9,10,855.32
2011,9,11,652.76
2011,9,12,478.15
2011,9,13,277.59
2011,9,14,260.96
2011,9,15,121.89
2011,9,16,69.35
2011,9,17,45.32
2011,9,18,31.19
2011,9,19,39.39
2011,9,20,86.80
2011,9,21,130.13
2011,9,22,118.22
2011,9,23,90.17
2011,9,24,53.77
2011,9,25,59.61
2011,9,26,373.53
2011,9,27,1450.04
2011,9,28,2135.61
2011,9,29,3108.74
2011,9,30,3492.46
2011,10,1,3241.22
2011,10,2,2777.05
2011,10,3,1991.51
2011,10,4,1310.14
2011,10,5,929.11
2011,10,6,497.61
2011,10,7,369.00
2011,10,8,253.51
2011,10,9,158.15
2011,10,10,137.07
2011,10,11,127.03
2011,10,12,71.93
2011,10,13,36.83
2011,10,14,32.51
2011,10,15,14.86
2011,10,16,4.16
2011,10,17,5.90
2011,10,18,8.15
2011,10,19,33.25
2011,10,20,4593.19
2011,10,21,7497.19
2011,10,22,8431.74
2011,10,23,7966.64
2011,10,24,10605.71
2011,10,25,7568.75
2011,10,26,4901.51
2011,10,27,3593.98
2011,10,28,3159.10
2011,10,29,3123.78
2011,10,30,1989.20
2011,10,31,1185.85
2011,11,1,1022.25
2011,11,2,821.09
2011,11,3,511.60
2011,11,4,575.95
2011,11,5,411.40
2011,11,6,347.32
2011,11,7,299.98
2011,11,8,272.59
2011,11,9,279.06
2011,11,10,207.30
2011,11,11,302.51
2011,11,12,289.11
2011,11,13,236.47
2011,11,14,310.81
2011,11,15,2903.84
2011,11,16,5531.99
2011,11,17,5080.18
2011,11,18,4110.75
2011,11,19,3912.45
2011,11,20,3066.14
2011,11,21,2161.55
2011,11,22,1565.18
2011,11,23,9300.44
2011,11,24,11938.14
2011,11,25,9824.29
2011,11,26,7712.57
2011,11,27,5542.59
2011,11,28,6752.01
2011,11,29,11653.87
2011,11,30,21244.12
2011,12,1,24306.79
2011,12,2,21502.82
2011,12,3,17394.24
2011,12,4,12507.53
2011,12,5,9970.54
2011,12,6,10940.11
2011,12,7,10877.46
2011,12,8,9729.00
2011,12,9,7731.17
2011,12,10,6117.41
2011,12,11,4285.78
2011,12,12,3176.73
2011,12,13,2426.73
2011,12,14,1868.06
2011,12,15,3729.60
2011,12,16,8350.64
2011,12,17,8880.91
2011,12,18,7174.64
2011,12,19,6049.25
2011,12,20,4480.60
2011,12,21,3532.46
2011,12,22,6672.78
2011,12,23,5803.90
2011,12,24,4683.81
2011,12,25,4060.92
2011,12,26,2775.00
2011,12,27,1875.39
2011,12,28,1779.93
2011,12,29,2064.63
2011,12,30,2020.82
2011,12,31,2013.20
2012,1,1,1964.47
2012,1,2,1622.12
2012,1,3,1393.71
2012,1,4,1175.21
2012,1,5,893.14
2012,1,6,710.83
2012,1,7,669.38
2012,1,8,601.59
2012,1,9,547.52
2012,1,10,457.34
2012,1,11,451.81
2012,1,12,446.86
2012,1,13,531.28
2012,1,14,666.53
2012,1,15,613.83
2012,1,16,539.77
2012,1,17,1022.30
2012,1,18,5979.00
2012,1,19,7391.92
2012,1,20,6090.95
2012,1,21,4824.83
2012,1,22,3062.98
2012,1,23,2619.42
2012,1,24,4786.72
2012,1,25,3914.89
2012,1,26,4627.69
2012,1,27,4208.59
2012,1,28,4569.02
2012,1,29,5594.23
2012,1,30,5019.29
2012,1,31,4603.13
2012,2,1,3411.30
2012,2,2,2797.21
2012,2,3,2284.91
2012,2,4,1772.04
2012,2,5,1657.25
2012,2,6,2172.72
2012,2,7,1751.38
2012,2,8,1465.42
2012,2,9,1109.07
2012,2,10,802.17
2012,2,11,762.72
2012,2,12,576.32
2012,2,13,479.72
2012,2,14,391.82
2012,2,15,341.62
2012,2,16,429.62
2012,2,17,399.06
2012,2,18,336.04
2012,2,19,414.55
2012,2,20,401.64
2012,2,21,431.11
2012,2,22,444.75
2012,2,23,421.38
2012,2,24,725.96
2012,2,25,1378.52
2012,2,26,1612.07
2012,2,27,1221.65
2012,2,28,976.51
2012,2,29,1151.56
2012,3,1,2813.78
2012,3,2,2751.90
2012,3,3,5316.25
2012,3,4,5822.43
2012,3,5,3831.70
2012,3,6,2359.64
2012,3,7,1666.73
2012,3,8,947.20
2012,3,9,1257.55
2012,3,10,907.67
2012,3,11,796.68
2012,3,12,571.58
2012,3,13,1031.50
2012,3,14,800.41
2012,3,15,617.77
2012,3,16,699.45
2012,3,17,774.42
2012,3,18,831.23
2012,3,19,918.68
2012,3,20,800.45
2012,3,21,485.33
2012,3,22,434.41
2012,3,23,402.95
2012,3,24,1419.61
2012,3,25,3820.92
2012,3,26,3206.89
2012,3,27,3083.51
2012,3,28,2602.75
2012,3,29,1687.20
2012,3,30,1414.45
2012,3,31,1356.83
2012,4,1,985.81
2012,4,2,595.16
2012,4,3,488.23
2012,4,4,664.86
2012,4,5,337.04
2012,4,6,146.16
2012,4,7,14.72
2012,4,8,20.20
2012,4,9,28.92
2012,4,10,39.60
2012,4,11,27.66
2012,4,12,17.51
2012,4,13,17.32
2012,4,14,32.73
2012,4,15,32.38
2012,4,16,41.98
2012,4,17,47.89
2012,4,18,40.49
2012,4,19,22.20
2012,4,20,21.14
2012,4,21,13.73
2012,4,22,7.51
2012,4,23,18.57
2012,4,24,14.94
2012,4,25,10.49
2012,4,26,8.81
2012,4,27,7.41
2012,4,28,7.22
2012,4,29,5.59
2012,4,30,26.98
2012,5,1,91.04
2012,5,2,56.30
2012,5,3,74.08
2012,5,4,117.13
2012,5,5,17.22
2012,5,6,8.17
2012,5,7,128.41
2012,5,8,422.39
2012,5,9,319.93
2012,5,10,185.36
2012,5,11,375.71
2012,5,12,68.17
2012,5,13,28.54
2012,5,14,52.43
2012,5,15,125.82
2012,5,16,66.85
2012,5,17,31.77
2012,5,18,25.91
2012,5,19,12.85
2012,5,20,9.10
2012,5,21,29.53
2012,5,22,67.74
2012,5,23,65.54
2012,5,24,59.76
2012,5,25,51.19
2012,5,26,15.80
2012,5,27,9.72
2012,5,28,7.36
2012,5,29,12.10
2012,5,30,6.59
2012,5,31,6.47
2012,6,1,21.14
2012,6,2,20.00
2012,6,3,10.36
2012,6,4,55.38
2012,6,5,114.75
2012,6,6,68.95
2012,6,7,16.08
2012,6,8,11.77
2012,6,9,3.74
2012,6,10,1.96
2012,6,11,15.35
2012,6,12,48.05
2012,6,13,28.19
2012,6,14,22.46
2012,6,15,22.17
2012,6,16,10.37
2012,6,17,6.87
2012,6,18,25.68
2012,6,19,52.56
2012,6,20,37.21
2012,6,21,19.20
2012,6,22,16.83
2012,6,23,4.44
2012,6,24,3.52
2012,6,25,33.87
2012,6,26,61.73
2012,6,27,39.03
2012,6,28,33.45
2012,6,29,32.36
2012,6,30,22.10
2012,7,1,13.07
2012,7,2,18.89
2012,7,3,10.17
2012,7,4,20.51
2012,7,5,21.61
2012,7,6,29.46
2012,7,7,26.81
2012,7,8,10.05
2012,7,9,16.47
2012,7,10,25.85
2012,7,11,20.39
2012,7,12,19.42
2012,7,13,16.73
2012,7,14,15.56
2012,7,15,13.51
2012,7,16,24.60
2012,7,17,20.45
2012,7,18,33.66
2012,7,19,30.14
2012,7,20,100.09
2012,7,21,56.99
2012,7,22,46.77
2012,7,23,49.07
2012,7,24,55.72
2012,7,25,83.56
2012,7,26,93.76
2012,7,27,77.31
2012,7,28,24.71
2012,7,29,9.43
2012,7,30,33.93
2012,7,31,88.57
2012,8,1,79.16
2012,8,2,60.07
2012,8,3,56.04
2012,8,4,53.57
2012,8,5,95.96
2012,8,6,94.03
2012,8,7,214.27
2012,8,8,237.33
2012,8,9,138.13
2012,8,10,99.09
2012,8,11,170.41
2012,8,12,80.66
2012,8,13,52.04
2012,8,14,76.96
2012,8,15,131.55
2012,8,16,95.25
2012,8,17,13.97
2012,8,18,7.44
2012,8,19,2.36
2012,8,20,27.90
2012,8,21,42.55
2012,8,22,27.32
2012,8,23,20.62
2012,8,24,14.25
2012,8,25,10.87
2012,8,26,3.50
2012,8,27,22.93
2012,8,28,42.18
2012,8,29,26.63
2012,8,30,36.97
2012,8,31,62.19
2012,9,1,28.79
2012,9,2,9.74
2012,9,3,18.89
2012,9,4,37.22
2012,9,5,16.10
2012,9,6,14.09
2012,9,7,3.25
2012,9,8,7.55
2012,9,9,37.52
2012,9,10,83.47
2012,9,11,100.49
2012,9,12,60.55
2012,9,13,23.24
2012,9,14,12.06
2012,9,15,4.79
2012,9,16,2.07
2012,9,17,12.99
2012,9,18,26.06
2012,9,19,19.21
2012,9,20,6.15
2012,9,21,4.97
2012,9,22,5.12
2012,9,23,5.35
2012,9,24,3.52
2012,9,25,6.00
2012,9,26,15.97
2012,9,27,8.42
2012,9,28,9.89
2012,9,29,7.14
2012,9,30,18.27
2012,10,1,16.16
2012,10,2,12.51
2012,10,3,6.73
2012,10,4,8.30
2012,10,5,3.77
2012,10,6,8.65
2012,10,7,11.80
2012,10,8,55.06
2012,10,9,105.33
2012,10,10,26.23
2012,10,11,38.17
2012,10,12,32.07
2012,10,13,24.58
2012,10,14,20.48
2012,10,15,29.44
2012,10,16,31.85
2012,10,17,45.12
2012,10,18,29.61
2012,10,19,19.82
2012,10,20,14.92
2012,10,21,8.19
2012,10,22,15.30
2012,10,23,16.51
2012,10,24,12.95
2012,10,25,10.57
2012,10,26,10.90
2012,10,27,12.84
2012,10,28,8.10
2012,10,29,24.05
2012,10,30,11.96
2012,10,31,85.37
2012,11,1,153.84
2012,11,2,214.22
2012,11,3,404.65
2012,11,4,455.68
2012,11,5,522.77
2012,11,6,327.79
2012,11,7,250.20
2012,11,8,285.51
2012,11,9,286.07
2012,11,10,234.25
2012,11,11,176.29
2012,11,12,206.15
2012,11,13,232.52
2012,11,14,452.68
2012,11,15,693.21
2012,11,16,314.26
2012,11,17,161.55
2012,11,18,176.86
2012,11,19,164.68
2012,11,20,136.64
2012,11,21,107.93
2012,11,22,118.66
2012,11,23,111.69
2012,11,24,60.75
2012,11,25,34.54
2012,11,26,45.37
2012,11,27,63.76
2012,11,28,62.92
2012,11,29,51.19
2012,11,30,62.00
2012,12,1,58.80
2012,12,2,61.48
2012,12,3,48.82
2012,12,4,54.20
2012,12,5,64.12
2012,12,6,56.64
2012,12,7,53.29
2012,12,8,35.16
2012,12,9,33.65
2012,12,10,65.52
2012,12,11,460.86
2012,12,12,1197.84
2012,12,13,475.48
2012,12,14,788.62
2012,12,15,682.46
2012,12,16,545.19
2012,12,17,549.44
2012,12,18,552.66
2012,12,19,509.38
2012,12,20,443.99
2012,12,21,919.14
2012,12,22,4152.60
2012,12,23,2501.07
2012,12,24,2537.69
2012,12,25,2034.13
2012,12,26,1561.32
2012,12,27,1006.50
2012,12,28,816.74
2012,12,29,827.79
2012,12,30,695.06
2012,12,31,683.52
2013,1,1,516.45
2013,1,2,683.73
2013,1,3,585.03
2013,1,4,393.08
2013,1,5,392.85
2013,1,6,510.53
2013,1,7,546.94
2013,1,8,448.36
2013,1,9,327.24
2013,1,10,455.51
2013,1,11,871.63
2013,1,12,4558.06
2013,1,13,8949.36
2013,1,14,15351.52
2013,1,15,17372.96
2013,1,16,13517.18
2013,1,17,10682.56
2013,1,18,8015.00
2013,1,19,5687.32
2013,1,20,3667.80
2013,1,21,2595.83
2013,1,22,1292.23
2013,1,23,759.56
2013,1,24,887.49
2013,1,25,888.21
2013,1,26,755.84
2013,1,27,869.84
2013,1,28,610.90
2013,1,29,656.80
2013,1,30,655.84
2013,1,31,2155.74
2013,2,1,3084.44
2013,2,2,3249.57
2013,2,3,2622.80
2013,2,4,1949.35
2013,2,5,1332.03
2013,2,6,1344.34
2013,2,7,1324.32
2013,2,8,1004.12
2013,2,9,790.56
2013,2,10,776.31
2013,2,11,794.62
2013,2,12,869.36
2013,2,13,1146.71
2013,2,14,1052.22
2013,2,15,711.19
2013,2,16,541.41
2013,2,17,575.71
2013,2,18,544.57
2013,2,19,474.08
2013,2,20,407.66
2013,2,21,324.67
2013,2,22,285.19
2013,2,23,260.16
2013,2,24,260.48
2013,2,25,258.38
2013,2,26,214.98
2013,2,27,3773.45
2013,2,28,6801.31
2013,3,1,8109.28
2013,3,2,6327.26
2013,3,3,5006.24
2013,3,4,3305.93
2013,3,5,2148.54
2013,3,6,1594.86
2013,3,7,1227.12
2013,3,8,1057.67
2013,3,9,1261.59
2013,3,10,1658.93
2013,3,11,1682.51
2013,3,12,3006.64
2013,3,13,4158.78
2013,3,14,3757.62
2013,3,15,3321.22
2013,3,16,2639.88
2013,3,17,1924.94
2013,3,18,1909.71
2013,3,19,1840.73
2013,3,20,1201.88
2013,3,21,1208.78
2013,3,22,949.07
2013,3,23,462.91
2013,3,24,405.89
2013,3,25,464.35
2013,3,26,337.56
2013,3,27,294.12
2013,3,28,277.03
2013,3,29,201.84
2013,3,30,247.08
2013,3,31,159.85
2013,4,1,196.98
2013,4,2,83.49
2013,4,3,51.38
2013,4,4,55.69
2013,4,5,80.63
2013,4,6,141.71
2013,4,7,153.81
2013,4,8,152.23
2013,4,9,77.73
2013,4,10,58.32
2013,4,11,701.57
2013,4,12,6612.60
2013,4,13,13875.61
2013,4,14,14884.09
2013,4,15,13355.74
2013,4,16,9175.13
2013,4,17,7635.34
2013,4,18,6917.26
2013,4,19,6213.80
2013,4,20,7890.75
2013,4,21,8332.56
2013,4,22,8115.78
2013,4,23,7460.82
2013,4,24,5352.85
2013,4,25,4410.81
2013,4,26,5284.74
2013,4,27,5057.94
2013,4,28,3769.46
2013,4,29,2984.62
2013,4,30,2882.06
2013,5,1,2992.65
2013,5,2,2166.44
2013,5,3,1607.40
2013,5,4,994.87
2013,5,5,948.88
2013,5,6,631.69
2013,5,7,397.15
2013,5,8,264.90
2013,5,9,161.47
2013,5,10,64.71
2013,5,11,21.01
2013,5,12,26.51
2013,5,13,44.80
2013,5,14,62.97
2013,5,15,54.80
2013,5,16,81.31
2013,5,17,26.40
2013,5,18,11.71
2013,5,19,2.65
2013,5,20,56.66
2013,5,21,106.43
2013,5,22,105.21
2013,5,23,81.71
2013,5,24,34.53
2013,5,25,8.21
2013,5,26,3.91
2013,5,27,35.42
2013,5,28,184.01
2013,5,29,208.39
2013,5,30,250.12
2013,5,31,81.43
2013,6,1,57.73
2013,6,2,1356.36
2013,6,3,5133.05
2013,6,4,3764.80
2013,6,5,2566.52
2013,6,6,1556.06
2013,6,7,1090.19
2013,6,8,837.58
2013,6,9,531.28
2013,6,10,489.50
2013,6,11,477.82
2013,6,12,317.53
2013,6,13,951.87
2013,6,14,853.45
2013,6,15,531.56
2013,6,16,495.83
2013,6,17,563.27
2013,6,18,373.75
2013,6,19,85.49
2013,6,20,86.59
2013,6,21,110.46
2013,6,22,52.54
2013,6,23,19.02
2013,6,24,91.22
2013,6,25,162.95
2013,6,26,137.66
2013,6,27,206.54
2013,6,28,132.39
2013,6,29,41.75
2013,6,30,232.92
2013,7,1,443.49
2013,7,2,667.66
2013,7,3,1633.53
2013,7,4,2378.73
2013,7,5,1726.64
2013,7,6,1456.06
2013,7,7,1406.22
2013,7,8,1538.97
2013,7,9,2557.16
2013,7,10,3879.53
